Customer ID,Recency,Frequency,Monetary,R Score,F Score,M Score,RFM Score,Customer Segment,Recommendation
12365.0,292,3,320.69,2,2,2,222,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12366.0,634,1,500.24,1,1,2,112,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12367.0,5,1,168.9,5,1,1,511,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12368.0,629,1,917.6999999999999,1,1,3,113,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12369.0,414,3,1791.15,2,2,4,224,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12370.0,52,7,4320.31,4,4,5,445,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12371.0,45,5,4067.38,4,3,5,435,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12372.0,72,3,1298.04,3,2,4,324,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12373.0,312,3,1127.65,2,2,3,223,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12374.0,26,4,2989.2200000000003,4,3,5,435,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12375.0,3,3,455.42,5,2,2,522,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12376.0,390,2,503.15,2,2,2,222,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12377.0,316,4,3426.32,2,3,5,235,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
12378.0,130,2,5416.32,3,2,5,325,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12379.0,82,5,1618.27,3,3,4,334,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12380.0,22,15,7888.0,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12381.0,5,6,1803.96,5,4,4,544,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12382.0,683,1,-18.38,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12383.0,185,6,1839.31,3,4,4,344,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12384.0,29,3,566.16,4,2,2,422,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12385.0,380,2,1923.4,2,2,4,224,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12386.0,338,2,660.8,2,2,3,223,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12387.0,416,1,143.94,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12388.0,16,8,3901.11,5,4,5,545,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12389.0,403,3,1433.33,2,2,4,224,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12390.0,80,1,549.84,3,1,2,312,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12391.0,22,7,2747.82,4,4,4,444,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12392.0,592,1,234.75000000000003,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12393.0,73,7,2376.75,3,4,4,344,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12394.0,64,2,1272.48,3,2,4,324,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12395.0,16,18,5046.92,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12396.0,675,1,931.43,1,1,3,113,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12397.0,36,2,2409.9,4,2,4,424,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12398.0,46,1,1635.6599999999999,4,1,4,414,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12399.0,120,7,1962.3,3,4,4,344,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12400.0,415,1,205.25,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12401.0,304,1,84.3,2,1,1,211,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12402.0,324,7,1244.15,2,4,4,244,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
12403.0,50,3,1001.36,4,2,3,423,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12404.0,683,1,63.24,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12405.0,149,1,1710.39,3,1,4,314,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12406.0,23,7,6072.21,4,4,5,445,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12407.0,50,5,1708.1200000000001,4,3,4,434,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12408.0,33,14,4279.64,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12409.0,79,13,23090.47,3,5,5,355,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12410.0,302,4,1001.46,2,3,3,233,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
12411.0,410,1,346.9,2,1,2,212,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12412.0,75,8,2581.03,3,4,4,344,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12413.0,67,6,935.5,3,4,3,343,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12414.0,218,8,692.41,2,4,3,243,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
12415.0,25,33,143269.29,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12416.0,657,1,202.56,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12417.0,4,27,6708.21,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12418.0,113,5,2016.95,3,3,4,334,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12419.0,386,2,503.01,2,2,2,222,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12420.0,64,1,600.39,3,1,3,313,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12421.0,16,8,1092.83,5,4,3,543,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12422.0,96,21,4119.35,3,5,5,355,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12423.0,1,11,2612.19,5,5,4,554,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12424.0,163,7,3289.78,3,4,5,345,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12425.0,79,3,1680.81,3,2,4,324,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12426.0,195,3,1311.41,2,2,4,224,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12427.0,12,5,1011.87,5,3,3,533,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12428.0,26,12,7877.2,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12429.0,10,9,7435.51,5,4,5,545,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12430.0,44,1,256.4,4,1,1,411,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12431.0,36,33,10719.41,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12432.0,43,5,5059.32,4,3,5,435,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12433.0,1,11,20428.86,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12434.0,85,5,1062.48,3,3,3,333,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12435.0,80,6,13925.93,3,4,5,345,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12436.0,100,1,509.01,3,1,2,312,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12437.0,2,47,12394.85,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12438.0,15,2,2906.85,5,2,5,525,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12439.0,683,3,1104.48,1,2,3,123,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12440.0,458,3,768.15,1,2,3,123,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12441.0,367,1,347.1,2,1,2,212,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12442.0,4,1,172.06,5,1,1,511,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12443.0,733,1,485.31,1,1,2,112,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12444.0,22,5,5005.46,4,3,5,435,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12445.0,23,3,426.48,4,2,2,422,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12446.0,58,1,1002.3100000000001,4,1,3,413,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12447.0,244,1,476.49,2,1,2,212,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12448.0,45,1,449.45,4,1,2,412,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12449.0,23,6,4835.89,4,4,5,445,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12450.0,157,7,666.95,3,4,3,343,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12451.0,11,10,12546.53,5,4,5,545,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12452.0,17,3,428.57,5,2,2,522,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12453.0,135,1,707.09,3,1,3,313,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12454.0,54,9,4292.71,4,4,5,445,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12455.0,74,10,5879.95,3,4,5,345,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12456.0,45,4,3153.89,4,3,5,435,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12457.0,59,14,2472.31,4,5,4,454,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12458.0,72,4,1777.49,3,3,4,334,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12459.0,606,1,454.36,1,1,2,112,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12460.0,457,1,326.65,1,1,2,112,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12461.0,95,2,826.88,3,2,3,323,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12462.0,3,4,1124.01,5,3,3,533,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12463.0,47,7,1303.63,4,4,4,444,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12464.0,11,8,1212.05,5,4,4,544,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12465.0,8,3,733.89,5,2,3,523,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12466.0,683,1,56.73,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12467.0,387,2,0.0,2,2,1,221,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12468.0,144,10,3624.55,3,4,5,345,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12469.0,523,2,3070.54,1,2,5,125,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12470.0,690,1,211.95,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12471.0,3,129,37948.61,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12472.0,31,37,16956.69,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12473.0,30,9,2848.23,4,4,4,444,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12474.0,18,54,11966.45,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12475.0,54,2,1149.64,4,2,3,423,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12476.0,2,38,13715.62,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12477.0,23,12,20173.64,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12478.0,4,1,680.99,5,1,3,513,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12479.0,4,3,477.3,5,2,2,522,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12480.0,29,8,5435.1,4,4,5,445,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12481.0,23,18,12217.03,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12482.0,450,32,21893.53,1,5,5,155,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
12483.0,18,27,4846.87,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12484.0,33,16,6303.85,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12485.0,530,1,708.1,1,1,3,113,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12486.0,432,1,1037.28,1,1,3,113,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12487.0,731,2,259.79999999999995,1,2,2,122,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12488.0,10,3,1298.66,5,2,4,524,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12489.0,337,1,334.93,2,1,2,212,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12490.0,6,22,9818.64,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12491.0,39,1,460.40000000000003,4,1,2,412,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12492.0,64,3,715.21,3,2,3,323,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12493.0,166,3,416.79,3,2,2,322,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12494.0,10,17,1743.52,5,5,4,554,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12495.0,635,2,323.4,1,2,2,122,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12496.0,621,2,54.09,1,2,1,121,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12497.0,82,4,6211.75,3,3,5,335,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12498.0,22,3,403.70000000000005,4,2,2,422,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12499.0,561,1,393.72,1,1,2,112,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12500.0,24,25,5872.31,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12501.0,316,2,2089.68,2,2,4,224,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12502.0,96,5,3723.87,3,3,5,335,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12503.0,338,2,0.0,2,2,1,221,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12504.0,19,6,411.0,5,4,2,542,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12505.0,302,3,908.0,2,2,3,223,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12506.0,233,1,73.5,2,1,1,211,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12507.0,135,5,1797.31,3,3,4,334,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12508.0,27,2,398.27,4,2,2,422,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12509.0,285,1,176.5,2,1,1,211,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12510.0,143,16,3689.33,3,5,5,355,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12511.0,415,2,3065.77,1,2,5,125,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12512.0,67,2,138.03,3,2,1,321,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12513.0,85,2,586.79,3,2,3,323,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12514.0,268,2,1597.76,2,2,4,224,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12515.0,354,1,383.7,2,1,2,212,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12516.0,78,4,2648.62,3,3,4,334,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12517.0,29,6,2464.89,4,4,4,444,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12518.0,1,5,2056.89,5,3,4,534,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12519.0,64,3,695.19,3,2,3,323,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12520.0,80,6,2582.51,3,4,4,344,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12521.0,143,1,599.68,3,1,3,313,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12522.0,40,2,192.72,4,2,1,421,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12523.0,2,30,4220.85,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12524.0,10,18,11091.36,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12525.0,492,8,835.1800000000001,1,4,3,143,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
12526.0,1,3,1316.66,5,2,4,524,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12527.0,82,5,735.51,3,3,3,333,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12528.0,10,8,1922.28,5,4,4,544,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12529.0,523,2,311.78000000000003,1,2,2,122,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12530.0,60,12,3689.86,3,5,5,355,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12531.0,15,3,1899.05,5,2,4,524,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12532.0,31,1,349.83000000000004,4,1,2,412,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12533.0,619,6,1149.99,1,4,3,143,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
12534.0,131,1,1089.18,3,1,3,313,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12535.0,92,2,716.35,3,2,3,323,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12536.0,8,5,4106.82,5,3,5,535,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12537.0,409,1,732.94,2,1,3,213,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12538.0,30,2,640.45,4,2,3,423,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12539.0,23,8,9498.9,4,4,5,445,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12540.0,20,36,22107.29,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12541.0,30,3,981.18,4,2,3,423,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12542.0,485,4,423.38,1,3,2,132,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
12543.0,449,1,980.25,1,1,3,113,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12544.0,30,2,355.7,4,2,2,422,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12545.0,76,2,1000.39,3,2,3,323,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12546.0,47,3,1141.5,4,2,3,423,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12547.0,198,3,383.58,2,2,2,222,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12548.0,167,1,95.19999999999999,3,1,1,311,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12549.0,576,6,1575.68,1,4,4,144,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
12550.0,80,1,964.83,3,1,3,313,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12551.0,358,1,168.0,2,1,1,211,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12552.0,39,2,437.82,4,2,2,422,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12553.0,9,17,4548.82,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12554.0,449,1,468.5,1,1,2,112,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12555.0,683,1,129.23,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12556.0,51,2,603.71,4,2,3,423,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12557.0,17,8,18716.14,5,4,5,545,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12558.0,2,2,1.0658141036401503e-14,5,2,1,521,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12559.0,311,3,536.21,2,2,2,222,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12560.0,6,4,2101.39,5,3,4,534,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12561.0,303,1,238.85,2,1,1,211,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12562.0,9,9,4966.92,5,4,5,545,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12563.0,409,1,249.24,2,1,1,211,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12564.0,262,1,456.9,2,1,2,212,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12565.0,282,2,131.17,2,2,1,221,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12566.0,73,2,346.7,3,2,2,322,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12567.0,23,17,13393.82,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12568.0,645,1,70.0,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12569.0,3,35,4064.9900000000002,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12570.0,683,1,77.52,1,1,1,111,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12571.0,40,2,519.61,4,2,2,422,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12572.0,9,3,1004.72,5,2,3,523,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12573.0,228,5,717.41,2,3,3,233,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
12574.0,316,1,218.45,2,1,1,211,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12575.0,458,2,622.8199999999999,1,2,3,123,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12576.0,36,11,2083.87,4,5,4,454,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12577.0,36,9,1591.35,4,4,4,444,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12578.0,22,7,4572.45,4,4,5,445,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12579.0,74,3,410.72,3,2,2,322,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12580.0,247,2,1052.9,2,2,3,223,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12581.0,40,1,197.71,4,1,1,411,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12582.0,239,4,1980.4,2,3,4,234,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
12583.0,3,31,14344.9,5,5,5,555,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12584.0,4,18,1893.95,5,5,4,554,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12585.0,235,4,1982.81,2,3,4,234,At Risk,"Launch re-engagement campaigns, targeted discounts, and reminders to bring customers back."
12586.0,18,5,2028.67,5,3,4,534,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12587.0,8,1,144.0,5,1,1,511,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
12588.0,40,5,938.98,4,3,3,433,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12589.0,29,11,3094.17,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12590.0,191,5,9853.48,3,3,5,335,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12591.0,318,3,1352.15,2,2,4,224,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12592.0,93,8,1152.62,3,4,3,343,Loyal Customer,"Use loyalty programs, cross-selling, and repeat-purchase offers."
12593.0,109,3,418.09999999999997,3,2,2,322,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12594.0,38,17,5044.51,4,5,5,455,VIP Customer,"Provide premium offers, loyalty rewards, and personalized recommendations."
12595.0,505,1,299.02,1,1,2,112,Regular Customer,Use personalized promotions and cross-selling to increase purchase frequency.
12596.0,52,2,618.27,4,2,3,423,Recent Customer,Send welcome offers and personalized product recommendations to encourage a second purchase.
